1.000000000000000000e+00 1.000000000000000000e+00 2.379547689282202616e-01 2.190287413280475604e-01 2.663139329805996325e-01 4.020427112349118093e-01 2.249778565101860084e-01 2.463898916967509067e-01 2.422303473491773385e-01 2.249778565101860084e-01 2.602040816326530726e-01 2.463898916967509067e-01 3.027343750000000000e-01 2.063329928498467691e-01 2.732049036777582929e-01 3.385464581416743335e-01
1.000000000000000000e+00 1.000000000000000000e+00 2.379547689282202616e-01 2.190287413280475604e-01 2.663139329805996325e-01 4.020427112349118093e-01 2.249778565101860084e-01 2.463898916967509067e-01 2.422303473491773385e-01 2.249778565101860084e-01 2.602040816326530726e-01 2.463898916967509067e-01 3.027343750000000000e-01 2.063329928498467691e-01 2.732049036777582929e-01 3.385464581416743335e-01
2.379547689282202616e-01 2.379547689282202616e-01 1.000000000000000000e+00 2.987616099071207509e-01 3.278271918678525854e-01 2.110389610389610260e-01 4.232424677187948125e-01 2.958115183246073365e-01 2.670157068062827266e-01 4.232424677187948125e-01 2.189944134078212201e-01 2.958115183246073365e-01 2.058823529411764608e-01 2.210200927357032497e-01 2.346109175377467937e-01 1.955056179775280789e-01
2.190287413280475604e-01 2.190287413280475604e-01 2.987616099071207509e-01 1.000000000000000000e+00 2.211538461538461453e-01 2.165178571428571508e-01 1.715328467153284797e-01 2.416020671834625266e-01 2.437086092715231855e-01 1.715328467153284797e-01 2.277456647398843903e-01 2.416020671834625266e-01 2.058047493403693806e-01 1.965408805031446660e-01 2.487922705314009608e-01 1.882893226176808321e-01
2.663139329805996325e-01 2.663139329805996325e-01 3.278271918678525854e-01 2.211538461538461453e-01 1.000000000000000000e+00 2.509652509652509633e-01 2.706521739130434701e-01 3.444700460829492883e-01 3.221709006928406560e-01 2.706521739130434701e-01 3.153526970954356745e-01 3.444700460829492883e-01 2.187159956474428735e-01 2.194199243379571229e-01 2.836438923395445122e-01 2.154750244857982500e-01
4.020427112349118093e-01 4.020427112349118093e-01 2.110389610389610260e-01 2.165178571428571508e-01 2.509652509652509633e-01 1.000000000000000000e+00 2.009661835748792202e-01 2.335984095427435514e-01 2.300706357214934439e-01 2.009661835748792202e-01 2.624647224835371384e-01 2.335984095427435514e-01 3.932322053675612605e-01 2.422434367541766165e-01 2.326454033771107044e-01 4.216216216216216450e-01
2.249778565101860084e-01 2.249778565101860084e-01 4.232424677187948125e-01 1.715328467153284797e-01 2.706521739130434701e-01 2.009661835748792202e-01 1.000000000000000000e+00 2.309392265193370153e-01 2.079646017699114946e-01 1.000000000000000000e+00 1.935166994106090332e-01 2.309392265193370153e-01 1.988764044943820142e-01 1.658163265306122347e-01 2.237113402061855771e-01 1.951710261569416516e-01
2.463898916967509067e-01 2.463898916967509067e-01 2.958115183246073365e-01 2.416020671834625266e-01 3.444700460829492883e-01 2.335984095427435514e-01 2.309392265193370153e-01 1.000000000000000000e+00 9.604316546762590168e-01 2.309392265193370153e-01 3.690744920993228040e-01 1.000000000000000000e+00 2.199312714776632260e-01 2.241610738255033486e-01 3.875878220140515085e-01 2.164102564102564075e-01
2.422303473491773385e-01 2.422303473491773385e-01 2.670157068062827266e-01 2.437086092715231855e-01 3.221709006928406560e-01 2.300706357214934439e-01 2.079646017699114946e-01 9.604316546762590168e-01 1.000000000000000000e+00 2.079646017699114946e-01 3.673938002296211480e-01 9.604316546762590168e-01 2.198830409356725135e-01 2.309820193637621144e-01 3.894862604540023643e-01 2.112382934443288174e-01
2.249778565101860084e-01 2.249778565101860084e-01 4.232424677187948125e-01 1.715328467153284797e-01 2.706521739130434701e-01 2.009661835748792202e-01 1.000000000000000000e+00 2.309392265193370153e-01 2.079646017699114946e-01 1.000000000000000000e+00 1.935166994106090332e-01 2.309392265193370153e-01 1.988764044943820142e-01 1.658163265306122347e-01 2.237113402061855771e-01 1.951710261569416516e-01
